word,definition,translation
body-check,,n. 身体阻截
body-clock,,生物钟
body-color,,n. 体色；不透明色
body-composition,,身体组成
body-con,,adj. （形容女裙）紧身的；修身的
body-conscious,,有迷人身段的\n有形体意识的\n讲究身材的\n非常紧身的
body-contact,,身体接触；接壳，碰壳
body-count,,死亡人数统计
body-counts,plural of body-count,(body-count 的复数) 死亡人数统计
body-esteem,,身体自尊
body-fat,,体脂肪；体脂重
body-fluid,,[生理] 体液
body-guards,,n. 保镖（bodyguard的复数）
body-image,,体象
body-length,,身长，[水产] 体长
body-mass,,体重
body-part,,身体的部分；正文部分
body-parts,,人体部位
body-piercing,,体环；人体穿孔
body-popping,, 机械舞（动作如机器人般僵硬的舞蹈风格）
body-righting reflex,,[医] 身体翻正反射
body-sculpting,,塑身
body-search,,搜身
body-searches,plural of body-search,(body-search 的复数) 搜身
body-shape,,"体型, 身形"
body-shapes,plural of body-shape,"(body-shape 的复数) 体型, 身形"
body-shaping,,形体塑造
body-shop,,汽车车体修理厂
body-side,,车体侧边
body-size,,身体大小；字体大小
body-slamming,,抱摔（body-slam的现在进行时）
body-snatcher,,掘墓盗尸人
body-snatchers,plural of body-snatcher,(body-snatcher 的复数) 掘墓盗尸人
body-suit,,女式紧身衣裤
body-surf,v ride the crest of a wave without a surfboard,人体冲浪
body-surfing,,人体冲浪（把人高举到人群之上使此人在头顶上移动）
body-temperature,,[生理] 体温
body-type,,体型
body-water,,体液\n体内水分
body-weight,,[人类] 体重
body-weight ratio,,[医] 体重率
bodyboard,,n. 身体冲浪板
bodybuilder,n. someone who does special exercises to develop a brawny musculature,n. 健美运动者；锻炼肌肉者
bodybuilders,plural of bodybuilder\nn. someone who does special exercises to develop a brawny musculature,(bodybuilder 的复数) n. 健美运动者；锻炼肌肉者
bodybuilding,n. exercise that builds muscles through tension,n. 健美
bodycheck,, [冰球]\nvt. 用身体阻截(对方带冰球者)\nvi. 用身体挤人(或贴人)
bodychecked,past participle of bodycheck,(bodycheck 的过去分词)  [冰球]\nvt. 用身体阻截(对方带冰球者)\nvi. 用身体挤人(或贴人)
bodychecking,-ing form of bodycheck,(bodycheck 的现在分词)  [冰球]\nvt. 用身体阻截(对方带冰球者)\nvi. 用身体挤人(或贴人)
bodychecks,,【冰球】\nvt. 用身体阻截(对方带冰球者)\nvi. 用身体挤人(或贴人)
bodyfat,, [体]体身体储存脂肪的水平
Bodyfree,,"[美]博代弗里, 抗静电耐纶丝"
bodyguard,n. someone who escorts and protects a prominent person\nn. a group of men who escort and protect some important person,"n. 保镖, 护卫"
bodyguarding,-ing form of bodyguard\nn. someone who escorts and protects a prominent person\nn. a group of men who escort and protect some important person,"(bodyguard 的现在分词) n. 保镖, 护卫"
bodyguards,n. someone who escorts and protects a prominent person\nn. a group of men who escort and protect some important person,"n. 保镖, 卫士, 警卫员( bodyguard的复数形式 )"
bodying,v invest with or as with a body; give body to,"加厚, 加重"
bodying agent,,[机] 基础剂
bodying of oil,,[机] 油引(发)聚合
bodyless,s having no trunk or main part,a. = bodiless
bodypaint,,un. 底彩\n[网络] 车身油漆；软件的基本操作
bodys,,n. 【动物学、解剖学】；(人、动物的)身体、躯体 b(人、动物的)躯干，主体(除头、肢、尾外)\nvt. 赋…以形体，赋…以物质形式；使具体化(通常与forth连用)：；体现，象征(通常与forth连用)：\nadj. 肉体(上)的；身体(方面)的
bodyshell,,"n. (汽车的)车身外壳,车架"
bodyshells,plural of bodyshell,"(bodyshell 的复数) n.(汽车的)车身外壳,车架"
bodysnatcher,, （旧时为出售尸体供医学实验等的）墓地盗尸人
bodysuit,,n. 紧身衣裤
bodysuits,plural of bodysuit,(bodysuit 的复数) n. 紧身衣裤
bodysurf,,vi.人体冲浪(指不用冲浪板而以胸腹冲浪)
bodysurfed,past tense of bodysurf,(bodysurf 的过去时) vi.人体冲浪(指不用冲浪板而以胸腹冲浪)
bodysurfer,,"vi. 人体冲浪, 作徒手冲浪, (不使用冲浪板)以胸腹冲浪, (不用冲浪板而将胸腹贴于水面滑行)作卧式冲浪"
bodysurfers,plural of bodysurfer,"(bodysurfer 的复数) vi. 人体冲浪, 作徒手冲浪, (不使用冲浪板)以胸腹冲浪, (不用冲浪板而将胸腹贴于水面滑行)作卧式冲浪"
bodysurfing,,v. 人体冲浪（指不用冲浪板而以胸腹冲浪）( bodysurf的现在分词 )
bodysurfs,,人体冲浪（指不用冲浪板而以胸腹冲浪）( bodysurf的第三人称单数 )
bodyweight,,体重
bodywood,,无枝干材
bodywork,n. the exterior body of a motor vehicle\nn. the work of making or repairing vehicle bodies,n. 车身
bodyworker,,n. (汽车)车身；车身制造(工作)；车身(和底盘)修理(工作)
bodyworks,,n. 车体；车身制造
boe,,abbr. back outlet eccentric 后偏心（轮）出口
Boeck's disease,,[医] 伯克氏病(肉样瘤)
Boeck's itch,,[医] 伯克氏痒症(疥疮)
Boeck's scabies,,[医] 伯克氏疥疮(狼)
Boeck's treatment,,[医] 伯克氏疗法(治寻常狼疮)
Boeck-Drbohlav's culture-medium,,[医] 伯-德二氏培养基(培养阿米巴原虫)
boeckman,, [人名] 伯克曼
Boedeker's test,,[医] 伯德克氏试验(检白蛋白)
boehlert,, [人名] 贝勒特
boehly,,n. (Boehly)人名；(法、德)伯利
Boehm,n German mystic and theosophist who founded modern theosophy; influenced George Fox (1575-1624),"a. (19世纪德国长笛演奏家)勃姆式的,勃姆体系的"
boehme,, [人名] 贝姆
Boehmenism,n the mystical theological doctrine of Jakob Boehme that influenced the Quakers,n. 伯麦主义(德国神秘主义哲学家伯麦)
boehmer,,n. (Boehmer)人名；(德)伯默尔
Boehmeria,,[网络] 勃艮第
Boehmeria nivea,,苎麻
Boehmeria nivea Gaudich,,[医] ┐麻
boehmite,,"n. [亦作B-][矿]一水软铝石,勃姆石"
boehne,, [人名] 贝尼
boehner,,博纳（人名）
boehringer,,伯林格（人名）
boeide,,[机] 硼化物
boeing,,n. 波音（客机）
boeke,,n. (Boeke)人名；(瑞典)博克；(德、英)伯克
boekelheide,, [人名] 伯克尔海德
boeker,,n. (Boeker)人名；(英、德)伯克尔
Boell,,[网络] 伯尔基金会；波尔
boelter,, [人名] 贝尔特
Boeman,,[计] 波音机器人
boen,, [地名] [挪威] 博恩
Boencke's dysbacta,,[医] 倍恩克氏痢疾预防[接种]液
boeninger,,n. (Boeninger)人名；(德、西)伯宁格
Boenninghausen's method,,[医] 贝宁侯曾氏法(一种顺势疗法)
Boeotia,n a district of ancient Greece to the northwest of Athens,"皮奥夏[希腊中东部一地区](或译比奥夏, 即维奥蒂亚)"
Boeotian,a. of or relating to ancient Boeotia or its people or to the dialect spoken there in classical times,"a. 迟钝的, 愚笨的\nn. 笨蛋"
boeotians,,adj. 愚笨的；迟钝的；古希腊皮奥夏地区的\nn. 笨蛋；愚钝之人；古希腊皮奥夏人
Boer,n a white native of Cape Province who is a descendant of Dutch settlers and who speaks Afrikaans,"n. 布尔人\na. 布尔的, 荷裔南非人的"
Boer war,,布尔战争
boerewors,, 南非农夫香肠（盘起来出售的长条香肠）
boerhaave,,n. (Boerhaave)人名；(荷)布尔哈弗
Boerhaave'a glands,,"[医] 布尔哈夫氏腺, 汗腺"
Boerhaave's glands,,"[医] 布尔哈夫氏腺, 汗腺"
Boerhaavia diffusa,,[医] 印度黄细心(紫茉莉科)
boeri,,n. (Boeri)人名；(意)博埃里
boerne,,n. (Boerne)人名；(德)伯尔内
boerner,,n. (Boerner)人名；(英)博尔纳；(德)伯尔纳
Boerner-Jones-Lukens test,,[医] 伯-琼-路三氏试验(检梅毒)
Boerner-Lukens test,,[医] 伯-路二氏试验(检梅毒)
Boers,n. a white native of Cape Province who is a descendant of Dutch settlers and who speaks Afrikaans,n. 波尔人（Boer的复数）
boerse,,[经] 股票交易所
boersma,,n. (Boersma)人名；(荷)布尔斯马
boes,3d sing. pr. Behoves or behooves.,abbr. Branch Ordinary Enquiry System 分路普通调查系统
boesch,,n. (Boesch)人名；(英、德、西)伯施
boese,, [人名] 伯泽
boesel,, [人名] 贝泽尔
boethian,,"adj. Boethius, Anicius Manlius Severinus的变形"
Boethius,n. a Roman who was an early Christian philosopher and statesman who was executed for treason; Boethius had a decisive influence on medieval logic (circa 480-524),波伊提乌（人名）
Boettcher,,[医] 伯特舍氏
Boettger's test,,[医] 伯特格氏试验(检一氧化碳)
Boettger's test paper,,[医] 伯特格氏试纸
boettiger,, [人名] 伯蒂格
boetwoodite,,水羟硅钾铀矿
boeuf,n meat from an adult domestic bovine,n. （法语）牛肉；牛（丑）\nn. (Boeuf)人名；(法)伯夫
boeuf Bourguignonne,,[网络] 红酒炖牛腩
BOF,,[计] 文件开始
BOF label,,[计] 文件开始标号
bofa,,n. (Bofa)人名；(法)博法\nβ-癌胚抗原（beta-oncofetal antigen）
boff,,"n. 高声大笑, 为博取大笑的台词, 卖座的戏"
boffa,, [地名] [几内亚] 博法
boffed,past tense of boff,"(boff 的过去时) n. 高声大笑, 为博取大笑的台词, 卖座的戏"
boffey,, [人名] 博费
boffin,n. (British slang) a scientist or technician engaged in military research,"n. 研究员, 科学工作者"
boffing,-ing form of boff,"(boff 的现在分词) n. 高声大笑, 为博取大笑的台词, 卖座的戏"
boffins,n. (British slang) a scientist or technician engaged in military research,"n. <英俚>研究员, 科学工作者, 技术专家( boffin的复数形式 )"
Boffle,,"助声箱, 箱式反射体"
boffo,s. resoundingly successful and popular,"a. 受欢迎的, 极成功的"
boffola,,"n. 高声笑, 博取笑声的台词, 卖座的戏"
boffos,,"<美俚>卖座的好戏, 开心的大笑( boffo的名词复数 )"
boffs,plural of boff,"(boff 的复数) n. 高声大笑, 为博取大笑的台词, 卖座的戏"
BOFORS,,n. 博福斯式高射炮
Bofors gun,,n. 双管自动高射炮
bog,n. wet spongy ground of decomposing vegetation; has poorer drainage than a swamp; soil is unfit for cultivation but can be cut and dried and used for fuel,n. 沼泽\nvt. 使陷于泥沼\nvi. 陷于泥沼
bog (iron) ore,,[化] 沼铁矿
bog asphodel,," 美洲纳茜菜, 欧洲纳茜菜"
bog aster,,[网络] 沼泽星
bog bath,,[医] 泥浴
bog bilberry,, 水越橘，笃斯越橘
bog candles,,[网络] 沼泽蜡烛
bog down,,"陷入困境, 停顿"
bog down in the mud,,陷入泥沼
bog hemp,,[网络] 沼泽麻
bog iron,,[机] 沼铁矿
bog iron ore,,[机] 沼铁矿
bog kalmia,,[网络] 沼气卡尔米
bog laurel,,[网络] 沼泽月桂树
bog moss,, 泥炭藓
bog muck,,[化] 泥炭
bog myrtle,, 睡菜; 香杨梅
bog off,,"[俚语]走开, 滚开[常用于祈使语气]"
bog pimpernel,,[网络] 沼泽碧玺
bog plant,, 沼泽植物
bog rein orchid,,[网络] 沼泽兰花
bog rhubarb,,[网络] 沼泽大黄
bog rose,,[网络] 沼泽玫瑰
bog rosemary,,[网络] 小石楠属
bog soil,, 沼泽土
bog spavin,, 跗关节部腱鞘炎; 飞节软肿
bog star,,[网络] 沼泽之星
bog up,,"搞乱,搞混"
bog whortleberry,, 笃斯越桔
bog-standard,,"a. <俚>普通的, 无新意的"
bogaard,, [人名] 博高
bogalusa,, [地名] [美国] 博加卢萨
bogan,,n. 出身低微的人；滞水湾
bogans,,n. 出身低微的人；滞水湾
bogard,,n. 伯加德（姓氏）
bogarde,, [人名] 博加德
bogards,,n. 伯加德（姓氏）
bogardus,, [人名] 博加德斯
Bogart,n. United States film actor (1899-1957),n. 博加特（姓氏）；弓的力量（星座名的含义）
Bogartian,,[网络] 波哥大人
bogata,,博加塔(地名)
bogatin,,n. (Bogatin)人名；(塞)博加廷；(俄)博加京
bogbean,n perennial plant of Europe and America having racemes of white or purplish flowers and intensely bitter trifoliate leaves; often rooting at water margin and spreading across the surface,n. [植]睡菜
bogberry,"n. The small cranberry (Vaccinium oxycoccus), which grows in\n   boggy places.",n. = European cranberry
bogd,, [地名] [蒙古] 博格多
bogdan,,n. (Bogdan)人名；(俄、波、罗、塞、捷、匈、英)波格丹
bogdanich,, [人名] 波格丹尼奇
bogdanor,, [人名] 博格达诺
bogdanov,,n. (Bogdanov)人名；(俄、罗、塞、保、匈)波格丹诺夫
bogdanovich,,n. (Bogdanovich)人名；(俄、英)波格丹诺维奇
bogdans,,n. (Bogdan)人名；(俄、波、罗、塞、捷、匈、英)波格丹
bogden,,n. (Bogden)人名；(塞)博格登
bogdonoff,, [人名] 博格多诺夫
boge,,n. (Boge)人名；(德、塞、瑞典)博格；(法)博热
bogen,,n. (Bogen)人名；(法)博让；(罗)博真；(英、德、俄、匈)博根
bogen structure,,[机] 弧形组织
bogenfahren,,[德](滑雪)制动 滑降
boger,,博格（人名）
bogert,, [人名] 博格特
bogey,n. an evil spirit\nn. (golf) a score of one stroke over par on a hole\nv. to shoot in one stroke over par,"n. 妖怪, 可怕的人(物)\n[电] 标准"
bogey electric device,,[电] 标准电子设备
bogey-man,,n. 可怕的人或物；妖怪（等于bogyman）
bogey-men,plural of bogey-man,(bogey-man 的复数) n. 可怕的人或物；妖怪（等于bogyman）
bogeyed,past tense of bogey\nn. an evil spirit\nn. (golf) a score of one stroke over par on a hole\nv. to shoot in one stroke over par,"(bogey 的过去时) n. 妖怪, 可怕的人(物)\n[电] 标准"
bogeying,-ing form of bogey\nn. an evil spirit\nn. (golf) a score of one stroke over par on a hole\nv. to shoot in one stroke over par,"(bogey 的现在分词) n. 妖怪, 可怕的人(物)\n[电] 标准"
bogeyman,n. an imaginary monster used to frighten children,"n. 可怕(或可憎)的人或物,妖怪,精灵"
bogeymen,plural of bogeyman\nn. an imaginary monster used to frighten children,"(bogeyman 的复数) n.可怕(或可憎)的人或物,妖怪,精灵"
bogeys,n. an evil spirit\nn. (golf) a score of one stroke over par on a hole\nn. an unidentified (and possibly enemy) aircraft,"n. 妖怪, 可怕的人（物）( bogey的复数形式 )\nv. 妖怪, 可怕的人（物）( bogey的第三人称单数 )"
bogg,,博格（人名）
Bogg's method,,[医] 博格氏法(检乳中蛋白质)
boggan,,n. (Boggan)人名；(英)博根
boggard,n. A bogey.,n. [英国方言] = bogle
boggart,,n. 幻形怪
boggarts,plural of boggart,(boggart 的复数) n. 幻形怪
bogged,imp. & p. p. of Bog,a. 陷于泥沼的
bogged down,,a. 深陷泥沼的；停滞不前的
bogged-down,,陷入困境；停滞
boggess,, [人名] 博格斯
boggier,,"a. 沼泽的, 泥沼的；多沼泽的"
boggiest,,"a. 沼泽的, 泥沼的；多沼泽的"
bogginess,,n. 多沼泽;沼泽
bogging,p. pr. & vb. n. of Bog,"陷入, 沉入"
boggish,,adj. bog的变形
boggle,"v. startle with amazement or fear\nv. hesitate when confronted with a problem, or when in doubt or fear","vi. 犹豫, 踌躇, 吃惊, 搪塞\nvt. 搞坏\nn. 犹豫, 吃惊"
boggle at,,吃惊
boggle the mind,,"难以置信,不可思议"
boggled,imp. & p. p. of Boggle,v. 迟疑( boggle的过去式和过去分词 ); 退缩; 躲闪; 犹豫
